Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Caleb Durbin,25,22,Maj-NL,Milwaukee,145,539,474,63,122,27,1,11,55,33,0,58,25,3,4,11,21,7,0.257,0.336,0.388,0.724,702332
Nate Eaton,28,38,Maj-AL,Boston,43,96,86,16,26,5,0,1,4,7,0,20,1,1,1,2,9,2,0.302,0.358,0.395,0.753,681987
Tommy Edman,30,7,Maj-NL,Los Angeles,113,444,409,54,92,16,1,15,57,22,0,79,6,1,6,5,3,1,0.225,0.271,0.379,0.65,669242
Xavier Edwards,25,41,Maj-NL,Miami,139,619,561,75,159,20,5,3,43,49,2,88,3,3,3,6,27,7,0.283,0.343,0.353,0.695,669364
Bryce Eldridge,20,41,Maj-NL,San Francisco,10,37,28,1,3,2,0,0,4,7,0,13,1,0,1,0,0,0,0.107,0.297,0.179,0.476,805811
Tim Elko,26,67,Maj-AL,Chicago,23,72,67,6,9,1,0,4,8,5,0,30,0,0,0,1,1,0,0.134,0.194,0.328,0.523,671284
Jerar Encarnacion,27,42,Maj-NL,San Francisco,19,56,55,5,11,3,0,2,7,1,0,15,0,0,0,3,1,0,0.2,0.214,0.364,0.578,666464
Christian Encarnacion-Strand,25,123,Maj-NL,Cincinnati,36,137,130,13,27,4,0,6,19,3,0,32,2,0,2,1,0,2,0.208,0.234,0.377,0.61,687952
Tristin English,28,101,Maj-NL,Arizona,7,23,22,0,2,1,0,0,1,1,0,8,0,0,0,0,0,0,0.091,0.13,0.136,0.267,663536
J.C. Escarra,30,88,Maj-AL,New York,39,98,84,5,17,5,0,2,11,11,0,14,1,0,2,1,1,0,0.202,0.296,0.333,0.629,641555
Santiago Espinal,30,45,Maj-NL,Cincinnati,114,328,301,25,73,12,0,0,16,21,0,38,1,3,2,11,2,1,0.243,0.292,0.282,0.575,669289
Thairo Estrada,29,95,Maj-NL,Colorado,39,165,154,14,39,9,0,3,21,6,0,26,2,0,3,6,1,3,0.253,0.285,0.37,0.655,642731
Stuart Fairchild,29,123,Maj-NL,Atlanta,28,55,51,7,11,4,1,0,2,4,0,15,0,0,0,2,2,1,0.216,0.273,0.333,0.606,656413
Kyle Farmer,34,46,Maj-NL,Colorado,97,300,277,24,63,14,0,8,31,17,0,66,4,0,2,9,0,1,0.227,0.28,0.365,0.645,571657
Hunter Feduccia,28,41,"Maj-AL,Maj-NL","Los Angeles,Tampa Bay",38,105,88,5,13,5,0,0,8,15,0,29,0,0,2,0,1,0,0.148,0.267,0.205,0.471,676439
Freddy Fermin,30,37,"Maj-AL,Maj-NL","Kansas City,San Diego",112,358,330,32,84,15,0,5,26,19,1,66,2,7,0,5,1,2,0.255,0.299,0.345,0.645,666023
Jos\xc3\xa9 Ferm\xc3\xadn,26,41,Maj-NL,St. Louis,30,70,60,5,17,5,0,1,9,8,0,10,1,1,0,0,2,2,0.283,0.377,0.417,0.793,665877
Yanquiel Fern\xc3\xa1ndez,22,41,Maj-NL,Colorado,52,147,138,13,31,5,0,4,11,8,0,44,0,0,1,4,0,0,0.225,0.265,0.348,0.613,692585
Ryan Fitzgerald,31,41,Maj-AL,Minnesota,24,53,46,10,9,0,0,4,9,7,0,8,0,0,0,0,1,0,0.196,0.302,0.457,0.758,680837
Tyler Fitzgerald,27,78,Maj-NL,San Francisco,72,243,217,19,47,10,1,4,14,17,0,70,2,6,1,3,9,4,0.217,0.278,0.327,0.606,666149
Dominic Fletcher,27,41,Maj-AL,Chicago,12,34,32,5,7,5,0,1,2,2,0,2,0,0,0,1,1,0,0.219,0.265,0.469,0.733,666150
Rafael Flores,24,41,Maj-NL,Pittsburgh,7,17,15,0,3,2,0,0,0,2,0,7,0,0,0,0,0,0,0.2,0.294,0.333,0.627,804668
Wilmer Flores,33,41,Maj-NL,San Francisco,125,463,419,44,101,10,0,16,71,34,0,88,7,0,3,14,1,0,0.241,0.307,0.379,0.686,527038
Harry Ford,22,24,Maj-AL,Seattle,9,9,7,1,2,0,0,0,1,0,0,3,1,0,1,0,0,0,0.286,0.333,0.286,0.619,695670
Nick Fortes,28,42,"Maj-AL,Maj-NL","Miami,Tampa Bay",97,242,218,19,50,9,1,5,21,14,0,47,7,2,1,7,1,0,0.229,0.296,0.349,0.644,663743
Justin Foscue,26,111,Maj-AL,Texas,4,9,9,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0.111,0.111,0.222,0.333,679822
Jake Fraley,30,60,Maj-NL,"Atlanta,Cincinnati",76,217,191,31,46,9,0,6,23,25,1,49,1,0,0,1,4,3,0.241,0.332,0.382,0.714,641584
Ty France,30,11,Maj-AL,"Minnesota,Toronto",140,494,448,50,115,25,0,7,53,22,1,84,21,0,3,11,1,0,0.257,0.32,0.359,0.679,664034
Adam Frazier,33,41,"Maj-AL,Maj-NL","Kansas City,Pittsburgh",134,459,419,43,112,20,0,7,44,26,2,81,8,1,5,8,8,6,0.267,0.319,0.365,0.684,624428
Alex Freeland,23,66,Maj-NL,Los Angeles,29,97,84,10,16,2,1,2,6,11,0,35,1,1,0,3,1,0,0.19,0.292,0.31,0.601,690976
Cody Freeman,24,41,Maj-AL,Texas,36,121,114,13,26,4,0,3,15,5,0,19,0,1,1,3,1,1,0.228,0.258,0.342,0.6,683227
Freddie Freeman,35,7,Maj-NL,Los Angeles,164,707,624,88,179,44,2,26,93,70,9,144,8,0,5,14,7,2,0.287,0.364,0.489,0.852,518692
Tyler Freeman,26,49,Maj-NL,Colorado,110,428,377,50,106,20,2,2,31,34,0,51,11,2,4,10,18,9,0.281,0.354,0.361,0.715,671289
Sal Frelick,25,22,Maj-NL,Milwaukee,151,628,559,78,157,21,3,12,64,49,0,85,7,3,6,5,20,6,0.281,0.343,0.394,0.737,686217
TJ Friedl,29,38,Maj-NL,Cincinnati,154,695,587,82,152,22,2,14,53,83,0,118,16,4,5,7,12,3,0.259,0.363,0.375,0.738,670770
David Fry,29,46,Maj-AL,Cleveland,66,157,146,16,25,4,0,8,23,9,0,58,2,0,0,3,1,0,0.171,0.229,0.363,0.592,681807
Braxton Fulford,26,43,Maj-NL,Colorado,38,120,108,11,23,5,2,1,16,7,0,36,2,0,3,1,1,0,0.213,0.267,0.324,0.591,690924
Adolis Garc\xc3\xada,32,41,Maj-AL,Texas,135,547,507,58,115,28,0,19,75,28,1,135,5,0,7,9,13,4,0.227,0.271,0.394,0.665,666969
Aramis Garcia,32,140,Maj-NL,Arizona,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605244
Jhostynxon Garcia,22,72,Maj-AL,Boston,5,9,7,0,1,1,0,0,0,2,0,5,0,0,0,0,0,0,0.143,0.333,0.286,0.619,691373
Luis Garc\xc3\xada Jr.,25,41,Maj-NL,Washington,139,526,488,67,123,28,1,16,66,27,1,84,2,0,9,7,14,5,0.252,0.289,0.412,0.701,671277
Maikel Garcia,25,41,Maj-AL,Kansas City,160,666,595,81,170,39,5,16,74,62,0,84,1,3,5,14,22,9,0.286,0.351,0.449,0.8,672580
Mitch Garver,34,24,Maj-AL,Seattle,93,299,261,29,55,5,2,9,31,31,1,82,3,0,4,6,3,0,0.211,0.298,0.349,0.646,641598
Mickey Gasper,29,49,Maj-AL,Minnesota,45,110,95,15,15,1,0,2,11,10,0,20,3,1,1,1,2,0,0.158,0.257,0.232,0.488,681508
Zack Gelof,25,50,Maj-AL,Athletics,30,101,92,12,16,3,0,2,7,7,0,46,0,1,1,0,1,2,0.174,0.23,0.272,0.502,680869
Drew Gilbert,24,41,Maj-NL,San Francisco,39,109,100,12,19,5,1,3,13,7,0,20,1,0,1,2,1,1,0.19,0.248,0.35,0.598,687551
Andr\xc3\xa9s Gim\xc3\xa9nez,26,7,Maj-AL,Toronto,119,444,394,49,83,13,1,9,47,29,1,82,14,3,4,8,13,2,0.211,0.286,0.317,0.603,665926
Paul Goldschmidt,37,31,Maj-AL,New York,151,545,498,77,138,31,1,10,45,37,5,101,5,0,2,8,5,1,0.277,0.332,0.404,0.736,502671
Nick Gonzales,26,41,Maj-NL,Pittsburgh,96,408,381,39,99,18,3,5,30,21,0,73,2,0,4,12,0,2,0.26,0.299,0.362,0.661,693304
Oscar Gonz\xc3\xa1lez,27,185,Maj-NL,San Diego,21,61,59,2,13,1,0,0,4,2,0,13,0,0,0,1,0,1,0.22,0.246,0.237,0.483,660757
Romy Gonzalez,28,37,Maj-AL,Boston,99,350,324,47,97,23,3,9,53,18,1,84,3,0,5,8,6,5,0.299,0.337,0.472,0.809,663853
Hunter Goodman,25,41,Maj-NL,Colorado,144,579,540,73,150,28,5,31,91,33,0,152,4,0,2,16,1,2,0.278,0.323,0.52,0.843,696100
Nolan Gorman,25,41,Maj-NL,St. Louis,110,402,351,48,72,14,1,14,46,47,2,136,0,0,4,1,1,1,0.205,0.296,0.37,0.666,669357
Matt Gorski,27,176,Maj-NL,Pittsburgh,15,42,41,2,8,0,1,2,4,1,0,16,0,0,0,1,0,1,0.195,0.214,0.39,0.605,685301
Tristan Gray,29,41,Maj-AL,Tampa Bay,30,86,78,9,18,5,0,3,9,6,0,19,0,1,1,0,0,0,0.231,0.282,0.41,0.693,656484
Riley Greene,24,29,Maj-AL,Detroit,165,690,633,88,162,33,1,37,113,48,2,210,4,0,5,14,2,1,0.256,0.31,0.487,0.797,682985
Randal Grichuk,33,42,"Maj-AL,Maj-NL","Arizona,Kansas City",113,293,272,35,62,18,1,9,27,17,1,61,1,0,3,6,0,1,0.228,0.273,0.401,0.674,545341
Trent Grisham,28,31,Maj-AL,New York,150,613,523,91,120,11,1,34,74,85,0,147,4,0,1,7,4,2,0.229,0.341,0.449,0.79,663757
Vladimir Guerrero Jr.,26,7,Maj-AL,Toronto,174,769,662,114,201,39,0,31,99,95,14,101,7,0,5,19,6,3,0.304,0.394,0.503,0.897,665489
Luis Guillorme,30,132,Maj-AL,Houston,12,21,20,2,3,0,0,0,0,1,0,8,0,0,0,2,0,0,0.15,0.19,0.15,0.34,641645
Lourdes Gurriel Jr.,31,68,Maj-NL,Arizona,129,546,500,52,124,24,2,19,80,31,0,76,6,0,9,11,10,4,0.248,0.295,0.418,0.713,666971
Yuli Gurriel,41,195,Maj-NL,San Diego,16,40,36,2,4,1,0,0,3,4,0,8,0,0,0,0,0,0,0.111,0.2,0.139,0.339,493329
Denzer Guzman,21,41,Maj-AL,Los Angeles,13,43,42,4,8,1,0,2,3,1,0,22,0,0,0,0,0,0,0.19,0.209,0.357,0.566,694203
Eric Haase,32,104,Maj-NL,Milwaukee,30,77,70,11,16,3,0,2,9,4,0,31,2,1,0,1,0,0,0.229,0.289,0.357,0.647,606992
Sam Haggerty,31,84,Maj-AL,Texas,64,182,162,31,41,7,3,2,13,16,1,37,2,1,0,1,12,4,0.253,0.328,0.37,0.698,664059
Petey Halpin,23,41,Maj-AL,Cleveland,6,8,6,5,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0.333,0.5,0.333,0.833,690984
David Hamilton,27,41,Maj-AL,Boston,91,194,177,27,35,4,1,6,19,13,0,47,1,3,0,3,22,6,0.198,0.257,0.333,0.59,666152
Garrett Hampson,30,63,Maj-NL,"Arizona,Cincinnati,St. Louis",62,91,77,19,11,2,0,0,1,11,0,29,0,3,0,2,3,1,0.143,0.25,0.169,0.419,641658
Maverick Handley,27,139,Maj-AL,Baltimore,16,47,41,2,3,0,0,0,3,2,0,18,1,2,1,0,0,0,0.073,0.133,0.073,0.207,668974
Ian Happ,30,28,Maj-NL,Chicago,158,696,599,90,141,33,0,25,83,89,2,164,2,1,5,9,6,3,0.235,0.334,0.416,0.75,664023
Bryce Harper,32,30,Maj-NL,Philadelphia,136,598,516,73,134,33,0,27,75,73,6,124,6,0,3,5,12,2,0.26,0.356,0.481,0.837,547180
Brett Harris,27,41,Maj-AL,Athletics,32,84,73,11,20,5,0,0,5,7,0,21,2,1,1,1,1,0,0.274,0.349,0.342,0.692,695391
Dustin Harris,25,56,Maj-AL,Texas,19,43,40,5,8,3,0,1,2,3,0,13,0,0,0,1,1,1,0.2,0.256,0.35,0.606,687957
Michael Harris II,24,41,Maj-NL,Atlanta,160,641,611,55,152,26,6,20,86,16,1,128,3,4,7,7,20,6,0.249,0.268,0.409,0.678,671739
Robert Hassell III,23,41,Maj-NL,Washington,70,206,197,22,44,9,0,3,18,8,0,62,1,0,0,4,4,0,0.223,0.257,0.315,0.572,690987
Ke\'Bryan Hayes,28,38,Maj-NL,"Cincinnati,Pittsburgh",154,576,533,50,124,16,3,5,49,36,1,111,5,1,1,12,12,3,0.233,0.287,0.302,0.589,663647
Austin Hays,29,38,Maj-NL,Cincinnati,105,424,387,63,102,16,5,15,64,30,2,108,1,0,6,9,7,0,0.264,0.314,0.447,0.761,669720
Austin Hedges,32,39,Maj-AL,Cleveland,68,183,156,13,25,3,0,5,10,20,0,44,1,4,2,2,1,2,0.16,0.257,0.276,0.533,595978
Jonah Heim,30,41,Maj-AL,Texas,124,433,395,38,84,14,0,11,43,32,0,88,1,1,4,10,3,0,0.213,0.271,0.332,0.602,641680
Tyler Heineman,34,12,Maj-AL,Toronto,62,177,152,25,43,8,1,3,20,12,0,32,6,5,2,1,2,0,0.283,0.355,0.408,0.763,623168
Michael Helman,29,41,Maj-AL,Texas,38,110,99,18,23,5,1,5,20,7,0,21,1,3,0,0,4,0,0.232,0.29,0.455,0.744,680737
Gunnar Henderson,24,41,Maj-AL,Baltimore,154,651,577,85,158,34,5,17,68,62,6,137,7,0,5,7,30,5,0.274,0.349,0.438,0.787,683002
Darell Hernaiz,23,41,Maj-AL,Athletics,51,197,173,17,40,5,1,2,16,17,0,24,0,2,5,2,3,4,0.231,0.292,0.306,0.599,687231
Enrique Hern\xc3\xa1ndez,33,7,Maj-NL,Los Angeles,109,325,296,39,63,12,0,11,42,22,0,92,0,1,6,7,0,0,0.213,0.262,0.365,0.627,571771
Heriberto Hern\xc3\xa1ndez,25,41,Maj-NL,Miami,87,294,256,40,68,12,1,10,45,31,0,77,3,0,4,6,1,1,0.266,0.347,0.438,0.784,681715
Teoscar Hern\xc3\xa1ndez,32,7,Maj-NL,Los Angeles,151,622,581,73,144,30,1,30,102,31,0,155,3,0,6,14,5,2,0.248,0.287,0.458,0.744,606192
Iv\xc3\xa1n Herrera,25,41,Maj-NL,St. Louis,107,452,388,54,110,13,0,19,66,43,1,84,15,0,4,20,8,2,0.284,0.373,0.464,0.837,671056
Jos\xc3\xa9 Herrera,28,81,Maj-NL,Arizona,57,204,166,21,31,6,0,2,17,23,0,47,1,11,3,2,0,0,0.187,0.285,0.259,0.544,645444
Jason Heyward,35,169,Maj-NL,San Diego,34,95,85,9,15,2,0,2,12,6,0,20,0,0,3,1,0,1,0.176,0.223,0.271,0.494,518792
Brewer Hicklen,29,184,Maj-AL,Detroit,1,4,3,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.667,0.75,0.667,1.417,676551
Liam Hicks,26,42,Maj-NL,Miami,119,390,332,37,82,13,1,6,45,43,0,56,9,3,3,5,2,0,0.247,0.346,0.346,0.693,689414
Kyle Higashioka,35,42,Maj-AL,Texas,94,327,303,33,73,14,1,11,47,20,0,72,2,0,2,5,3,1,0.241,0.291,0.403,0.693,543309
Derek Hill,29,41,"Maj-AL,Maj-NL","Chicago,Miami",57,149,134,19,29,6,0,3,11,9,0,48,3,3,0,3,7,0,0.216,0.281,0.328,0.609,656537
Sam Hilliard,31,132,Maj-NL,Colorado,20,61,51,8,10,3,1,2,3,10,0,23,0,0,0,1,2,1,0.196,0.328,0.412,0.74,656541
Rece Hinds,24,102,Maj-NL,Cincinnati,15,44,43,6,5,1,0,2,3,1,0,21,0,0,0,1,0,0,0.116,0.136,0.279,0.415,677956
Keston Hiura,28,148,Maj-NL,Colorado,8,21,18,3,4,1,0,0,1,0,0,7,3,0,0,0,0,0,0.222,0.333,0.278,0.611,669374
Nico Hoerner,28,28,Maj-NL,Chicago,164,682,630,93,191,30,4,8,63,39,1,51,8,0,5,5,30,7,0.303,0.349,0.402,0.751,663538
Jackson Holliday,21,41,Maj-AL,Baltimore,149,649,586,70,142,21,3,17,55,56,1,140,6,0,1,4,17,10,0.242,0.314,0.375,0.69,702616
Spencer Horwitz,27,41,Maj-NL,Pittsburgh,108,411,364,55,99,26,0,11,51,44,1,73,2,0,1,7,0,1,0.272,0.353,0.434,0.787,687462
Rhys Hoskins,32,45,Maj-NL,Milwaukee,90,328,279,30,66,12,1,12,43,38,2,91,5,0,6,6,2,1,0.237,0.332,0.416,0.748,656555
Brady House,22,41,Maj-NL,Washington,73,274,261,26,61,11,0,4,29,8,0,78,0,0,5,11,5,3,0.234,0.252,0.322,0.574,691781
Sam Huff,27,161,Maj-NL,San Francisco,20,58,53,5,11,1,0,2,4,4,0,25,0,0,1,2,0,0,0.208,0.259,0.34,0.598,669087
Cooper Hummel,30,97,Maj-AL,"Baltimore,Houston",37,105,88,10,15,0,0,3,7,14,0,31,2,1,0,1,1,0,0.17,0.298,0.273,0.571,669450
Jacob Hurtubise,27,184,Maj-NL,Cincinnati,12,15,12,3,1,0,0,0,0,1,0,6,2,0,0,0,0,0,0.083,0.267,0.083,0.35,674441
Andy Ib\xc3\xa1\xc3\xb1ez,32,32,Maj-AL,Detroit,92,194,177,24,43,8,0,4,22,12,0,26,4,0,1,6,4,1,0.243,0.304,0.356,0.66,628451
Jose Iglesias,35,37,Maj-NL,San Diego,114,345,308,29,70,11,0,3,36,24,0,56,7,4,2,7,5,1,0.227,0.296,0.292,0.588,578428
Jonathan India,28,41,Maj-AL,Kansas City,136,567,497,63,116,29,0,9,45,54,0,106,13,1,2,9,0,4,0.233,0.323,0.346,0.669,663697
Kyle Isbel,28,52,Maj-AL,Kansas City,135,409,368,42,94,16,4,4,33,23,0,74,2,13,3,7,4,5,0.255,0.301,0.353,0.654,664728
Alex Jackson,29,44,Maj-AL,Baltimore,36,100,91,17,20,8,0,5,8,5,0,37,4,0,0,2,0,0,0.22,0.29,0.473,0.763,656577
Jeremiah Jackson,25,42,Maj-AL,Baltimore,48,183,170,20,47,10,2,5,21,11,0,50,2,0,0,6,0,2,0.276,0.328,0.447,0.775,669236
Travis Jankowski,34,123,"Maj-AL,Maj-NL","Chicago,New York,Tampa Bay",25,50,45,8,11,2,0,0,2,3,0,12,0,1,1,0,2,0,0.244,0.286,0.289,0.575,608671
Danny Jansen,30,41,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",98,337,288,38,62,11,0,14,36,42,0,86,4,1,2,5,0,0,0.215,0.321,0.399,0.721,643376
Ryan Jeffers,28,41,Maj-AL,Minnesota,119,464,406,47,108,26,0,9,47,50,1,91,7,0,1,9,1,1,0.266,0.356,0.397,0.752,680777
Carter Jensen,21,41,Maj-AL,Kansas City,20,69,60,12,18,6,0,3,13,9,0,12,0,0,0,1,0,0,0.3,0.391,0.55,0.941,695600
Leo Jimenez,24,101,Maj-AL,Toronto,18,32,29,2,2,0,0,1,1,2,0,8,0,1,0,1,0,0,0.069,0.129,0.172,0.301,677870
Connor Joe,32,101,Maj-NL,"Cincinnati,San Diego",42,80,70,2,13,4,0,0,4,7,0,20,1,0,2,2,2,2,0.186,0.263,0.243,0.505,656582
Bryce Johnson,29,37,Maj-NL,San Diego,57,87,78,9,26,4,0,1,8,3,0,20,3,3,0,1,4,1,0.333,0.381,0.423,0.804,669369
Daniel Johnson,29,59,"Maj-AL,Maj-NL","Baltimore,San Francisco",30,57,53,13,10,3,0,1,1,4,0,13,0,0,0,0,2,1,0.189,0.246,0.302,0.548,669288
Troy Johnston,28,42,Maj-NL,Miami,44,121,112,12,31,2,1,4,13,8,0,26,1,0,0,1,2,2,0.277,0.331,0.42,0.75,687859
Greg Jones,27,206,Maj-AL,Chicago,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,675659
Jahmai Jones,27,31,Maj-AL,Detroit,76,154,131,23,38,12,1,7,24,20,1,33,3,0,0,3,2,0,0.29,0.396,0.557,0.953,663330
Nolan Jones,27,50,Maj-AL,Cleveland,136,403,355,34,75,14,2,5,34,39,1,113,5,1,3,6,8,3,0.211,0.296,0.304,0.6,666134
Aaron Judge,33,31,Maj-AL,New York,159,710,567,142,192,32,2,54,121,128,38,165,8,0,7,16,12,5,0.339,0.462,0.688,1.15,592450
Edouard Julien,26,43,Maj-AL,Minnesota,64,208,182,13,40,10,0,3,12,22,0,61,2,1,1,3,0,3,0.22,0.309,0.324,0.633,666397
Corey Julks,29,44,Maj-AL,Chicago,6,13,12,2,3,2,0,0,1,0,0,3,0,0,1,0,0,0,0.25,0.231,0.417,0.647,667452
Jace Jung,24,49,Maj-AL,Detroit,20,55,47,8,5,0,0,0,3,7,0,16,1,0,0,2,0,0,0.106,0.236,0.106,0.343,690291
Josh Jung,27,41,Maj-AL,Texas,131,511,482,53,121,23,1,14,61,27,0,129,2,0,0,10,3,1,0.251,0.294,0.39,0.684,673962
Connor Kaiser,28,41,Maj-NL,Arizona,11,19,18,1,2,1,0,0,2,1,0,5,0,0,0,1,0,0,0.111,0.158,0.167,0.325,663731
Kyle Karros,22,41,Maj-NL,Colorado,43,156,137,20,31,4,0,1,9,15,0,41,2,0,2,5,0,0,0.226,0.308,0.277,0.585,691720
Niko Kavadas,26,68,Maj-AL,Los Angeles,10,23,20,0,2,0,0,0,0,3,0,10,0,0,0,0,0,0,0.1,0.217,0.1,0.317,694359
C.J. Kayfus,23,37,Maj-AL,Cleveland,47,145,129,16,28,10,1,4,19,12,0,38,2,1,1,0,4,0,0.217,0.292,0.403,0.695,692216
Luke Keaschall,22,46,Maj-AL,Minnesota,49,207,182,25,55,14,0,4,28,19,0,29,5,0,1,4,14,3,0.302,0.382,0.445,0.827,807712
DaShawn Keirsey Jr.,28,41,Maj-AL,Minnesota,74,88,84,11,9,0,0,2,6,2,0,33,1,1,0,1,10,3,0.107,0.138,0.179,0.317,680577
Colt Keith,23,29,Maj-AL,Detroit,142,485,429,65,107,22,2,13,45,49,1,107,3,0,4,8,1,2,0.249,0.328,0.401,0.729,690993
Jarred Kelenic,25,101,Maj-NL,Atlanta,24,65,60,7,10,2,0,2,2,5,0,23,0,0,0,1,0,1,0.167,0.231,0.3,0.531,672284
Carson Kelly,30,28,Maj-NL,Chicago,119,451,397,50,97,13,1,18,51,46,1,92,4,0,4,11,2,0,0.244,0.326,0.418,0.744,608348
Otto Kemp,25,33,Maj-NL,Philadelphia,63,220,199,26,46,11,0,8,28,12,0,69,7,0,2,4,2,2,0.231,0.295,0.407,0.702,805249
Buddy Kennedy,26,77,"Maj-AL,Maj-NL","Los Angeles,Philadelphia,Toronto",13,32,29,2,2,1,0,0,1,2,0,8,1,0,0,0,0,0,0.069,0.156,0.103,0.26,671083
Max Kepler,32,30,Maj-NL,Philadelphia,131,489,429,61,92,20,1,18,52,51,3,95,4,1,4,10,4,0,0.214,0.301,0.392,0.693,596146
Carter Kieboom,27,41,Maj-AL,Los Angeles,3,8,8,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,666198
Ha-Seong Kim,29,41,"Maj-AL,Maj-NL","Atlanta,Tampa Bay",48,191,171,19,40,4,0,5,17,16,0,39,2,0,2,2,6,2,0.234,0.304,0.345,0.649,673490
Hyeseong Kim,26,41,Maj-NL,Los Angeles,71,170,161,19,45,6,1,3,17,7,0,52,1,1,0,0,13,1,0.28,0.314,0.385,0.699,808975
Isiah Kiner-Falefa,30,7,"Maj-AL,Maj-NL","Pittsburgh,Toronto",151,499,468,49,119,23,2,2,42,18,0,81,5,7,1,9,16,4,0.254,0.289,0.325,0.613,643396
Scott Kingery,31,58,Maj-AL,Los Angeles,19,29,27,3,4,1,0,0,0,2,0,11,0,0,0,1,1,1,0.148,0.207,0.185,0.392,664068
Alejandro Kirk,26,7,Maj-AL,Toronto,148,589,522,56,145,20,0,20,89,57,3,72,3,0,7,18,1,0,0.278,0.348,0.431,0.779,672386
Heston Kjerstad,26,155,Maj-AL,Baltimore,54,167,156,16,30,5,2,4,19,6,0,45,4,0,1,9,1,0,0.192,0.24,0.327,0.566,677008
Andrew Knizner,30,42,Maj-NL,San Francisco,33,88,77,12,17,1,1,1,5,7,0,10,2,1,1,0,0,0,0.221,0.299,0.299,0.598,668800
Christian Koss,27,41,Maj-NL,San Francisco,74,191,174,25,46,9,0,3,23,9,0,45,3,3,2,4,4,1,0.264,0.309,0.368,0.676,683766
Ryan Kreidler,27,202,Maj-AL,Detroit,17,44,38,5,4,0,0,0,0,4,0,19,0,2,0,0,2,0,0.105,0.19,0.105,0.296,668952
Nick Kurtz,22,41,Maj-AL,Athletics,117,489,420,90,122,26,2,36,86,63,3,151,2,0,3,4,2,1,0.29,0.383,0.619,1.002,701762
Steven Kwan,27,37,Maj-AL,Cleveland,159,705,637,83,172,31,1,11,56,55,2,60,3,3,7,3,21,5,0.27,0.328,0.374,0.701,680757
Shea Langeliers,27,42,Maj-AL,Athletics,123,523,481,73,133,32,0,31,72,36,1,103,1,0,5,10,7,1,0.277,0.325,0.536,0.861,669127
Wyatt Langford,23,46,Maj-AL,Texas,134,573,489,73,118,25,1,22,62,74,3,151,5,0,5,9,22,6,0.241,0.344,0.431,0.775,694671
Trevor Larnach,28,41,Maj-AL,Minnesota,142,567,503,62,126,24,1,17,60,53,2,122,4,0,6,19,4,4,0.25,0.323,0.404,0.727,663616
Ram\xc3\xb3n Laureano,30,45,"Maj-AL,Maj-NL","Baltimore,San Diego",132,488,441,72,124,26,2,24,76,35,1,119,8,0,4,10,7,4,0.281,0.342,0.512,0.855,657656
Jordan Lawlar,22,41,Maj-NL,Arizona,27,74,66,9,12,7,0,0,5,6,0,26,1,0,1,0,2,0,0.182,0.257,0.288,0.545,691783
Brooks Lee,24,41,Maj-AL,Minnesota,139,527,487,50,115,15,1,16,64,31,0,92,4,0,5,11,3,1,0.236,0.285,0.37,0.654,686797
Jung Hoo Lee,26,41,Maj-NL,San Francisco,150,617,560,73,149,31,12,8,55,47,0,71,6,0,4,2,10,3,0.266,0.327,0.407,0.735,808982
Korey Lee,26,42,Maj-AL,Chicago,25,40,35,10,9,3,0,1,3,4,0,7,0,1,0,1,0,0,0.257,0.333,0.429,0.762,686676
Jack Leiter,25,131,Maj-AL,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,683004
DJ LeMahieu,36,125,Maj-AL,New York,45,142,128,13,34,3,0,2,12,14,0,35,0,0,0,4,0,0,0.266,0.338,0.336,0.674,518934
Sandy Le\xc3\xb3n,36,49,Maj-NL,Atlanta,5,12,12,1,1,0,0,1,3,0,0,4,0,0,0,0,0,0,0.083,0.083,0.333,0.417,506702
